"AptName"	"SeqId"	"SeqIdVersion"	"SomaId"	"TargetFullName"	"Target"	"UniProt"	"EntrezGeneID"	"EntrezGeneSymbol"	"Organism"	"Units"	"Type"	"Dilution"	"PlateScale_Reference"	"CalReference"	"Cal_Example_Adat_Set001"	"ColCheck"	"CalQcRatio_Example_Adat_Set001_170255"	"QcReference_170255"	"Cal_Example_Adat_Set002"	"CalQcRatio_Example_Adat_Set002_170255"	"Dilution2"
"seq.19219.71"	"19219-71"	3	"SL004942"	"Nuclear transport factor 2"	"NTF-2"	"P61970"	"10204"	"NUTF2"	"Human"	"RFU"	"Protein"	"20"	1410	1410	0.94554721	"PASS"	1.054	1056.2	0.91481217	1.052	0.2
"seq.19222.124"	"19222-124"	3	"SL008540"	"Ras-related protein Rab-5B"	"RAB5B"	"P61020"	"5869"	"RAB5B"	"Human"	"RFU"	"Protein"	"20"	6204.3	6204.3	0.918516	"PASS"	0.926	5542.6	0.97290304	0.978	0.2
"seq.19223.6"	"19223-6"	3	"SL010834"	"Ras-related protein Rab-1A"	"RAB1A"	"P62820"	"5861"	"RAB1A"	"Human"	"RFU"	"Protein"	"20"	4160.2	4160.2	0.94986072	"PASS"	0.968	4082.4	0.92667172	1.025	0.2
"seq.19224.5"	"19224-5"	3	"SL012984"	"Eukaryotic translation initiation factor 1A, Y-chromosomal"	"IF1AY"	"O14602"	"9086"	"EIF1AY"	"Human"	"RFU"	"Protein"	"20"	15264.4	15264.4	1.03137141	"PASS"	0.924	10779.1	0.98505421	0.964	0.2
"seq.19225.11"	"19225-11"	3	"SL007553"	"B-cell linker protein"	"BLNK"	"Q8WV28"	"29760"	"BLNK"	"Human"	"RFU"	"Protein"	"20"	354.7	354.7	1.01837496	"PASS"	1.012	363.8	1.07647951	0.955	0.2
"seq.19227.18"	"19227-18"	3	"SL007457"	"Basic leucine zipper transcriptional factor ATF-like"	"BATF"	"Q16520"	"10538"	"BATF"	"Human"	"RFU"	"Protein"	"20"	391.3	391.3	1.08393352	"PASS"	1.068	407	1.00256213	1.044	0.2
"seq.19228.11"	"19228-11"	3	"SL005001"	"BAG family molecular chaperone regulator 2"	"BAG-2"	"O95816"	"9532"	"BAG2"	"Human"	"RFU"	"Protein"	"20"	297.5	297.5	1.0269244	"PASS"	0.955	350.7	1.06630824	0.961	0.2
"seq.19229.92"	"19229-92"	3	"SL015060"	"Homer protein homolog 1"	"HOME1"	"Q86YM7"	"9456"	"HOMER1"	"Human"	"RFU"	"Protein"	"20"	316	316	1.02530824	"PASS"	0.971	331.1	0.92886537	1.029	0.2
"seq.19230.12"	"19230-12"	3	"SL013768"	"Glutathione S-transferase theta-1"	"GSTT1"	"P30711"	"2952"	"GSTT1"	"Human"	"RFU"	"Protein"	"20"	347.2	347.2	0.99971206	"PASS"	0.984	572.4	1.04170417	0.954	0.2
"seq.19231.22"	"19231-22"	3	"SL002051"	"Protein tyrosine phosphatase type IVA 3"	"PRL-3"	"O75365"	"11156"	"PTP4A3"	"Human"	"RFU"	"Protein"	"20"	751.6	751.6	0.93785875	"PASS"	1.015	653.6	0.96149418	1.01	0.2
"seq.19233.75"	"19233-75"	3	"SL006960"	"Copper transport protein ATOX1"	"ATOX1"	"O00244"	"475"	"ATOX1"	"Human"	"RFU"	"Protein"	"20"	1040.1	1040.1	0.98765549	"PASS"	1.008	1160.3	0.8780179	1.017	0.2
"seq.19236.24"	"19236-24"	3	"SL013049"	"Activated RNA polymerase II transcriptional coactivator p15"	"TCP4"	"P53999"	"10923"	"SUB1"	"Human"	"RFU"	"Protein"	"20"	422	422	1.02006285	"PASS"	1.08	539.5	0.79547597	1.062	0.2
"seq.19237.17"	"19237-17"	3	"SL004808"	"D-dopachrome decarboxylase"	"D-dopachrome decarboxylase"	"P30046"	"1652"	"DDT"	"Human"	"RFU"	"Protein"	"20"	949.8	949.8	1.05685991	"PASS"	1.009	705.2	1.14254782	1.015	0.2
"seq.19238.12"	"19238-12"	3	"SL008477"	"Glutamine synthetase"	"GLNA"	"P15104"	"2752"	"GLUL"	"Human"	"RFU"	"Protein"	"20"	3087.8	3087.8	0.95888454	"PASS"	0.955	3741.5	0.93962632	1.019	0.2
"seq.19239.5"	"19239-5"	3	"SL003998"	"ADP-ribosylation factor 1"	"ARF1"	"P84077"	"375"	"ARF1"	"Human"	"RFU"	"Protein"	"20"	833.3	833.3	0.94232726	"PASS"	1.046	598.4	0.96996857	1.038	0.2
"seq.19240.265"	"19240-265"	3	"SL010229"	"28 kDa heat- and acid-stable phosphoprotein"	"HAP28"	"Q13442"	"11333"	"PDAP1"	"Human"	"RFU"	"Protein"	"20"	792.1	792.1	1.10166898	"PASS"	0.943	944.1	1.05613333	1.024	0.2
"seq.19241.31"	"19241-31"	3	"SL005353"	"Retinol-binding protein 5"	"RBP-III"	"P82980"	"83758"	"RBP5"	"Human"	"RFU"	"Protein"	"20"	2859.6	2859.6	0.98606897	"PASS"	0.957	4801.9	1.0175064	0.914	0.2
"seq.19242.21"	"19242-21"	3	"SL011167"	"Prefoldin subunit 1"	"PFD1"	"O60925"	"5201"	"PFDN1"	"Human"	"RFU"	"Protein"	"20"	787.2	787.2	1.06767937	"PASS"	1.026	719.7	1.00600639	1.013	0.2
"seq.19243.2"	"19243-2"	3	"SL011692"	"Prefoldin subunit 2"	"PFD2"	"Q9UHV9"	"5202"	"PFDN2"	"Human"	"RFU"	"Protein"	"20"	927.7	927.7	1.05276895	"PASS"	0.997	766.5	1.00476552	1.008	0.2
"seq.19247.1"	"19247-1"	3	"SL011412"	"Ubiquitin-conjugating enzyme E2 D1"	"UB2D1"	"P51668"	"7321"	"UBE2D1"	"Human"	"RFU"	"Protein"	"20"	521.8	521.8	1.03408641	"PASS"	0.973	384	1.16629414	1.109	0.2
"seq.19249.18"	"19249-18"	3	"SL011670"	"Lysine--tRNA ligase"	"SYK"	"Q15046"	"3735"	"KARS"	"Human"	"RFU"	"Protein"	"20"	3782.1	3782.1	0.97496907	"PASS"	0.98	3489.8	0.93762551	0.996	0.2
"seq.19250.50"	"19250-50"	3	"SL009443"	"C-Myc-binding protein"	"MYCBP"	"Q99417"	"26292"	"MYCBP"	"Human"	"RFU"	"Protein"	"20"	2652	2652	0.91869609	"PASS"	0.973	3525.3	1.00840336	0.916	0.2
"seq.19251.56"	"19251-56"	3	"SL005269"	"Serglycin"	"Platelet proteoglycan"	"P10124"	"5552"	"SRGN"	"Human"	"RFU"	"Protein"	"20"	1748	1748	0.92087241	"PASS"	0.908	3404.7	0.95082681	0.981	0.2
"seq.19252.67"	"19252-67"	3	"SL008675"	"Proteasome subunit beta type-2"	"PSB2"	"P49721"	"5690"	"PSMB2"	"Human"	"RFU"	"Protein"	"20"	898.1	898.1	0.99922118	"PASS"	0.961	924.7	0.96074027	1.013	0.2
"seq.19253.82"	"19253-82"	3	"SL016492"	"Ras-related protein Rab-2B"	"RAB2B"	"Q8WUD1"	"84932"	"RAB2B"	"Human"	"RFU"	"Protein"	"20"	1598	1598	1.01486092	"PASS"	0.987	1506.1	0.98502127	1.023	0.2
"seq.19254.125"	"19254-125"	3	"SL010923"	"GMP reductase 1"	"GMPR1"	"P36959"	"2766"	"GMPR"	"Human"	"RFU"	"Protein"	"20"	2721.3	2721.3	0.89537064	"PASS"	1.074	2566.8	0.90946461	1.048	0.2
"seq.19255.124"	"19255-124"	3	"SL006746"	"NTF2-related export protein 2"	"NXT2"	"Q9NPJ8"	"55916"	"NXT2"	"Human"	"RFU"	"Protein"	"20"	403.9	403.9	0.98081593	"PASS"	1.07	540.5	0.927014	1.062	0.2
"seq.19257.11"	"19257-11"	3	"SL010965"	"Clathrin light chain A"	"CLCA"	"P09496"	"1211"	"CLTA"	"Human"	"RFU"	"Protein"	"20"	3078.7	3078.7	0.92234639	"PASS"	1.039	2551.5	0.97313272	1.006	0.2
"seq.19258.24"	"19258-24"	3	"SL015122"	"Glutaryl-CoA dehydrogenase, mitochondrial"	"GCDH"	"Q92947"	"2639"	"GCDH"	"Human"	"RFU"	"Protein"	"20"	312.5	312.5	0.99936041	"PASS"	0.961	355.1	0.97962382	0.98	0.2
"seq.19259.176"	"19259-176"	3	"SL010915"	"Eukaryotic translation initiation factor 2 subunit 1"	"IF2A"	"P05198"	"1965"	"EIF2S1"	"Human"	"RFU"	"Protein"	"20"	6365.5	6365.5	0.97682805	"PASS"	0.958	3894.9	0.94812178	1.004	0.2
"seq.19260.4"	"19260-4"	3	"SL011152"	"PDZ domain-containing protein GIPC1"	"GIPC1"	"O14908"	"10755"	"GIPC1"	"Human"	"RFU"	"Protein"	"20"	324.7	324.7	1.01691199	"PASS"	0.947	484.1	1.02364439	0.97	0.2
"seq.19261.12"	"19261-12"	3	"SL015225"	"Syntenin-2"	"SDCB2"	"Q9H190"	"27111"	"SDCBP2"	"Human"	"RFU"	"Protein"	"0.5"	301.4	301.4	1.01927629	"PASS"	0.98	308.6	1.06803685	0.955	0.005
"seq.19262.219"	"19262-219"	3	"SL008117"	"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"	"ACADV"	"P49748"	"37"	"ACADVL"	"Human"	"RFU"	"Protein"	"20"	1453.5	1453.5	0.96322068	"PASS"	1.018	2426.3	0.98716381	0.977	0.2
"seq.19263.147"	"19263-147"	3	"SL007081"	"Eukaryotic translation initiation factor 4E"	"IF4E"	"P06730"	"1977"	"EIF4E"	"Human"	"RFU"	"Protein"	"20"	22647.1	22647.1	0.9252627	"PASS"	0.967	13671.6	1.002328	0.959	0.2
"seq.19264.6"	"19264-6"	3	"SL013744"	"Replication protein A 32 kDa subunit"	"RFA2"	"P15927"	"6118"	"RPA2"	"Human"	"RFU"	"Protein"	"20"	3679.4	3679.4	1.04377181	"PASS"	1.06	2806.5	1.04241154	1.013	0.2
"seq.19265.9"	"19265-9"	3	"SL010980"	"T-complex protein 1 subunit alpha"	"TCPA"	"P17987"	"6950"	"TCP1"	"Human"	"RFU"	"Protein"	"0.5"	814.1	814.1	0.82273876	"PASS"	1.11	500.3	0.88662601	1.169	0.005
"seq.19266.35"	"19266-35"	3	"SL013328"	"Ras GTPase-activating protein-binding protein 1"	"G3BP1"	"Q13283"	"10146"	"G3BP1"	"Human"	"RFU"	"Protein"	"20"	9447.9	9447.9	1.0082492	"PASS"	0.972	9239	0.97687042	0.993	0.2
"seq.19267.14"	"19267-14"	3	"SL010992"	"Hydroxyacylglutathione hydrolase, mitochondrial"	"GLO2"	"Q16775"	"3029"	"HAGH"	"Human"	"RFU"	"Protein"	"20"	17100.7	17100.7	0.91455908	"PASS"	1.006	6816.6	0.90588696	1.091	0.2
"seq.19270.26"	"19270-26"	3	"SL007285"	"Tyrosine--tRNA ligase, cytoplasmic"	"SYYC"	"P54577"	"8565"	"YARS"	"Human"	"RFU"	"Protein"	"20"	2320.6	2320.6	0.94563977	"PASS"	0.971	2922.9	1.05338175	0.928	0.2
"seq.19271.64"	"19271-64"	3	"SL005571"	"Guanine nucleotide-binding protein G(i) subunit alpha-1"	"GNAI1"	"P63096"	"2770"	"GNAI1"	"Human"	"RFU"	"Protein"	"20"	616.1	616.1	0.99870319	"PASS"	1.057	658.7	0.94075431	1.054	0.2
"seq.19272.9"	"19272-9"	3	"SL008547"	"Peflin"	"PEF1"	"Q9UBV8"	"553115"	"PEF1"	"Human"	"RFU"	"Protein"	"0.5"	6939.1	6939.1	1.08031822	"PASS"	1.012	7059.5	0.97425061	1.02	0.005
"seq.19273.3"	"19273-3"	3	"SL000434"	"Glutathione reductase, mitochondrial"	"Glutathione reductase"	"P00390"	"2936"	"GSR"	"Human"	"RFU"	"Protein"	"0.5"	23115.3	23115.3	0.99109888	"PASS"	1.015	22558.5	0.98850501	0.991	0.005
"seq.19274.80"	"19274-80"	3	"SL004593"	"Alpha-1-syntrophin"	"Alpha-1-syntrophin"	"Q13424"	"6640"	"SNTA1"	"Human"	"RFU"	"Protein"	"20"	897.7	897.7	0.9777802	"PASS"	0.968	1199.1	1.05549677	0.944	0.2
"seq.19275.68"	"19275-68"	3	"SL014825"	"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	"IDH3G"	"P51553"	"3421"	"IDH3G"	"Human"	"RFU"	"Protein"	"20"	3100.1	3100.1	0.99476961	"PASS"	0.941	118333.8	0.96996339	0.95	0.2
"seq.19276.124"	"19276-124"	3	"SL013061"	"Small nuclear ribonucleoprotein G"	"RUXG"	"P62308"	"6637"	"SNRPG"	"Human"	"RFU"	"Protein"	"20"	1009.9	1009.9	1.0041762	"PASS"	0.942	952.1	0.97527764	0.996	0.2
"seq.19277.4"	"19277-4"	3	"SL013211"	"Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1"	"KAT"	"Q8NFU3"	"100131187"	"TSTD1"	"Human"	"RFU"	"Protein"	"20"	853.8	853.8	0.94908848	"PASS"	0.942	837.1	1.00921986	0.978	0.2
"seq.19278.19"	"19278-19"	3	"SL008303"	"Ras-related protein Rab-1B"	"RAB1B"	"Q9H0U4"	"81876"	"RAB1B"	"Human"	"RFU"	"Protein"	"0.5"	438.6	438.6	0.93061744	"PASS"	1.026	437.6	0.99410698	1.014	0.005
"seq.19279.42"	"19279-42"	3	"SL005471"	"Retinol-binding protein 1"	"CRBP"	"P09455"	"5947"	"RBP1"	"Human"	"RFU"	"Protein"	"20"	1237.8	1237.8	1.06431642	"PASS"	0.926	1071.1	1.13580473	1	0.2
"seq.19280.29"	"19280-29"	3	"SL021214"	"Ubiquitin-conjugating enzyme E2 D3"	"UB2D3"	"P61077"	"7323"	"UBE2D3"	"Human"	"RFU"	"Protein"	"0.5"	1252.4	1252.4	0.9622743	"PASS"	1.03	1298.7	0.96860015	1.051	0.005
"seq.19281.86"	"19281-86"	3	"SL014605"	"Transcription factor MafG"	"MAFG"	"O15525"	"4097"	"MAFG"	"Human"	"RFU"	"Protein"	"20"	548.4	548.4	0.98882077	"PASS"	0.94	627.2	1.06237892	0.956	0.2
"seq.19282.3"	"19282-3"	3	"SL008534"	"Ras-related protein Rab-13"	"RAB13"	"P51153"	"5872"	"RAB13"	"Human"	"RFU"	"Protein"	"20"	1611	1611	0.9810011	"PASS"	0.968	4546.5	0.97535872	0.949	0.2
"seq.19286.30"	"19286-30"	3	"SL008170"	"Myosin light chain 5"	"MLR5"	"Q02045"	"4636"	"MYL5"	"Human"	"RFU"	"Protein"	"20"	1340.4	1340.4	0.98529844	"PASS"	1.012	599.4	0.97039021	1.051	0.2
"seq.19287.59"	"19287-59"	3	"SL007009"	"Density-regulated protein"	"DENR"	"O43583"	"8562"	"DENR"	"Human"	"RFU"	"Protein"	"20"	733.4	733.4	1.05967346	"PASS"	1.02	640	0.92612704	1.121	0.2
"seq.19289.29"	"19289-29"	3	"SL010986"	"Uroporphyrinogen decarboxylase"	"DCUP"	"P06132"	"7389"	"UROD"	"Human"	"RFU"	"Protein"	"20"	5648.3	5648.3	0.966182	"PASS"	1.019	3696.1	0.923891	0.986	0.2
"seq.19290.5"	"19290-5"	3	"SL008856"	"Hypoxanthine-guanine phosphoribosyltransferase"	"HPRT"	"P00492"	"3251"	"HPRT1"	"Human"	"RFU"	"Protein"	"0.5"	1710.5	1710.5	0.99193923	"PASS"	0.979	1265.5	1.01296932	0.973	0.005
"seq.19291.2"	"19291-2"	3	"SL007959"	"Calsequestrin-2"	"CASQ2"	"O14958"	"845"	"CASQ2"	"Human"	"RFU"	"Protein"	"20"	321.2	321.2	0.99658703	"PASS"	1.025	308.4	1.10835059	0.956	0.2
"seq.19293.6"	"19293-6"	3	"SL012994"	"Vacuolar protein sorting-associated protein 26A"	"VP26A"	"O75436"	"9559"	"VPS26A"	"Human"	"RFU"	"Protein"	"20"	8669.7	8669.7	0.97723097	"PASS"	0.999	10156.6	0.99746885	1.021	0.2
"seq.19294.26"	"19294-26"	3	"SL006766"	"Cysteine-rich PDZ-binding protein"	"CRIPT"	"Q9P021"	"9419"	"CRIPT"	"Human"	"RFU"	"Protein"	"20"	2655.4	2655.4	1.18017778	"PASS"	1.059	2095.3	1.19241996	1.181	0.2
"seq.19295.32"	"19295-32"	3	"SL009430"	"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"	"PP1G"	"P36873"	"5501"	"PPP1CC"	"Human"	"RFU"	"Protein"	"20"	3213.5	3213.5	0.88955017	"PASS"	1.087	3918.8	0.88038684	1.047	0.2
"seq.19296.51"	"19296-51"	3	"SL008168"	"Myosin regulatory light chain 2, atrial isoform"	"MLRA"	"Q01449"	"58498"	"MYL7"	"Human"	"RFU"	"Protein"	"0.5"	4923.7	4923.7	1.05897408	"PASS"	1.02	4995.7	1.01893547	1.079	0.005
"seq.19297.4"	"19297-4"	3	"SL007111"	"Glucose-6-phosphate 1-dehydrogenase"	"G6PD"	"P11413"	"2539"	"G6PD"	"Human"	"RFU"	"Protein"	"0.5"	1638	1638	0.98793727	"PASS"	1.061	1204.7	0.98107331	1.042	0.005
"seq.19302.7"	"19302-7"	3	"SL020997"	"GTPase IMAP family member 6"	"GIMA6"	"Q6P9H5"	"474344"	"GIMAP6"	"Human"	"RFU"	"Protein"	"20"	227.1	227.1	1.02760181	"PASS"	0.981	223.2	1.11706837	0.993	0.2
"seq.19303.64"	"19303-64"	3	"SL020942"	"Protein PET117 homolog, mitochondrial"	"PT117"	"Q6UWS5"	"100303755"	"PET117"	"Human"	"RFU"	"Protein"	"20"	671.8	671.8	1.04381603	"PASS"	0.921	598	1.14193439	1.005	0.2
"seq.19310.81"	"19310-81"	3	"SL014583"	"Coatomer subunit epsilon"	"COPE"	"O14579"	"11316"	"COPE"	"Human"	"RFU"	"Protein"	"20"	1021.8	1021.8	1.08563536	"PASS"	0.961	1364.6	1.16950898	0.98	0.2
"seq.19311.15"	"19311-15"	3	"SL019513"	"Beta-crystallin S"	"CRBS"	"P22914"	""	"CRYGS"	"Human"	"RFU"	"Protein"	"20"	284.6	284.6	1.01137171	"PASS"	1.002	267.8	1.07558579	0.936	0.2
"seq.19316.2"	"19316-2"	3	"SL019358"	"Iron-sulfur cluster co-chaperone protein HscB, mitochondrial"	"HSC20"	"Q8IWL3"	""	"HSCB"	"Human"	"RFU"	"Protein"	"20"	2974.5	2974.5	1.10893636	"PASS"	1.08	2323.9	1.23075968	1.194	0.2
"seq.19317.114"	"19317-114"	3	"SL000549"	"Prostatic acid phosphatase"	"Prostatic acid phosphatase"	"P15309"	"55"	"ACPP"	"Human"	"RFU"	"Protein"	"20"	431.2	431.2	1.00442581	"PASS"	0.947	464.5	0.9846997	0.996	0.2
"seq.19323.1"	"19323-1"	3	"SL013709"	"Receptor-binding cancer antigen expressed on SiSo cells"	"RCAS1"	"O00559"	"9166"	"EBAG9"	"Human"	"RFU"	"Protein"	"20"	2803.2	2803.2	1.00678806	"PASS"	1.008	4636.2	0.91673752	0.999	0.2
"seq.19325.21"	"19325-21"	3	"SL008281"	"Protein ABHD14B"	"ABHEB"	"Q96IU4"	"84836"	"ABHD14B"	"Human"	"RFU"	"Protein"	"20"	360.5	360.5	1.00980392	"PASS"	1.038	317.8	0.97248449	1.017	0.2
"seq.19327.31"	"19327-31"	3	"SL004725"	"Histone acetyltransferase type B catalytic subunit"	"Hat1"	"O14929"	"8520"	"HAT1"	"Human"	"RFU"	"Protein"	"0.5"	3911.7	3911.7	0.94351046	"FLAG"	1.294	3030.8	0.9174426	1.367	0.005
"seq.19328.51"	"19328-51"	3	"SL003726"	"Serine/threonine-protein kinase Chk2"	"Chk2"	"O96017"	"11200"	"CHEK2"	"Human"	"RFU"	"Protein"	"20"	444	444	1.06321839	"PASS"	0.985	445.7	1.07272288	0.953	0.2
"seq.19329.31"	"19329-31"	3	"SL010523"	"Homeodomain-interacting protein kinase 3"	"HIPK3"	"Q9H422"	"10114"	"HIPK3"	"Human"	"RFU"	"Protein"	"20"	1321.8	1321.8	1.00754631	"PASS"	0.989	2116.9	1.0469703	0.971	0.2
"seq.19331.18"	"19331-18"	3	"SL013299"	"Brain-specific angiogenesis inhibitor 1-associated protein 2"	"BAIP2"	"Q9UQB8"	"10458"	"BAIAP2"	"Human"	"RFU"	"Protein"	"20"	1122.9	1122.9	1.00312668	"PASS"	0.978	1900.7	0.93101733	0.972	0.2
"seq.19332.1"	"19332-1"	3	"SL016539"	"MOB-like protein phocein"	"MOBL3"	"Q9Y3A3"	"25843"	"MOBKL3"	"Human"	"RFU"	"Protein"	"0.5"	1938.7	1938.7	1.01513247	"PASS"	1.013	2071.1	0.95319337	1.031	0.005
"seq.19333.4"	"19333-4"	3	"SL002756"	"Heterogeneous nuclear ribonucleoprotein K"	"hnRNP K"	"P61978"	"3190"	"HNRNPK"	"Human"	"RFU"	"Protein"	"20"	5349.8	5349.8	0.97154272	"PASS"	0.974	3920	0.9693774	0.975	0.2
"seq.19334.62"	"19334-62"	3	"SL016128"	"Thioredoxin domain-containing protein 12"	"TXD12"	"O95881"	"51060"	"TXNDC12"	"Human"	"RFU"	"Protein"	"20"	2427.2	2427.2	0.94472988	"PASS"	0.922	2857.6	0.96651137	0.969	0.2
"seq.19335.2"	"19335-2"	3	"SL005988"	"Hematological and neurological expressed 1 protein"	"HN1"	"Q9UK76"	"51155"	"HN1"	"Human"	"RFU"	"Protein"	"0.5"	5402.7	5402.7	1.04569736	"PASS"	1.054	8656.4	0.92941682	0.973	0.005
"seq.19338.3"	"19338-3"	3	"SL020950"	"Protein LZIC"	"LZIC"	"Q8WZA0"	"84328"	"LZIC"	"Human"	"RFU"	"Protein"	"20"	670.3	670.3	1.00164375	"PASS"	0.985	596.5	1.13188112	1.05	0.2
"seq.19341.36"	"19341-36"	3	"SL019254"	"Acyl-CoA-binding domain-containing protein 6"	"ACBD6"	"Q9BR61"	"84320"	"ACBD6"	"Human"	"RFU"	"Protein"	"20"	59741.6	59741.6	1.00568143	"PASS"	0.893	70877.9	0.93225785	1.001	0.2
"seq.19347.37"	"19347-37"	3	"SL010370"	"Carbonic anhydrase 12"	"Carbonic Anhydrase XII"	"O43570"	"771"	"CA12"	"Human"	"RFU"	"Protein"	"20"	262.2	262.2	1.05174489	"PASS"	0.949	299	1.01352918	0.962	0.2
"seq.19353.25"	"19353-25"	3	"SL015055"	"Osteopetrosis-associated transmembrane protein 1"	"OSTM1"	"Q86WC4"	"28962"	"OSTM1"	"Human"	"RFU"	"Protein"	"20"	298.9	298.9	1.04037591	"PASS"	0.99	304.8	1.1107395	0.942	0.2
"seq.19356.20"	"19356-20"	3	"SL020218"	"TOM1-like protein 2"	"TM1L2"	"Q6ZVM7"	""	"TOM1L2"	"Human"	"RFU"	"Protein"	"20"	2009	2009	1.06414535	"PASS"	1.116	1571.1	1.28856392	1.196	0.2
"seq.19357.11"	"19357-11"	3	"SL016435"	"Vesicle-associated membrane protein 7"	"VAMP7"	"P51809"	"6845"	"VAMP7"	"Human"	"RFU"	"Protein"	"20"	451.6	451.6	0.99624972	"PASS"	0.956	404.4	1.00511907	1.04	0.2
"seq.19360.22"	"19360-22"	3	"SL014096"	"Leucine-rich repeat transmembrane neuronal protein 1"	"LRRT1"	"Q86UE6"	"347730"	"LRRTM1"	"Human"	"RFU"	"Protein"	"20"	443.3	443.3	1.03478058	"PASS"	1.01	415.7	1.06870781	0.99	0.2
"seq.19361.78"	"19361-78"	3	"SL006992"	"Matrilin-3"	"MATN3"	"O15232"	"4148"	"MATN3"	"Human"	"RFU"	"Protein"	"20"	5771.7	5771.7	0.96967508	"PASS"	0.995	5900.1	0.91366291	0.992	0.2
"seq.19364.163"	"19364-163"	3	"SL000131"	"Proliferating cell nuclear antigen"	"PCNA"	"P12004"	"5111"	"PCNA"	"Human"	"RFU"	"Protein"	"20"	458.4	458.4	0.98495917	"PASS"	0.998	396.9	0.95400624	1.037	0.2
"seq.19365.11"	"19365-11"	3	"SL013348"	"Branched-chain-amino-acid aminotransferase, mitochondrial"	"BCAT2"	"O15382"	"587"	"BCAT2"	"Human"	"RFU"	"Protein"	"20"	708	708	0.95327858	"PASS"	0.975	755.1	0.98538622	0.998	0.2
"seq.19366.8"	"19366-8"	3	"SL015041"	"Peroxisome assembly protein 26"	"PEX26"	"Q7Z412"	"55670"	"PEX26"	"Human"	"RFU"	"Protein"	"20"	779.6	779.6	1.07783769	"PASS"	1.088	726.2	1.08262741	1.1	0.2
"seq.19367.34"	"19367-34"	3	"SL016427"	"Enoyl-CoA delta isomerase 1, mitochondrial"	"D3D2"	"P42126"	"1632"	"DCI"	"Human"	"RFU"	"Protein"	"20"	2312	2312	0.88772846	"FLAG"	1.209	2059.7	0.73099785	1.106	0.2
"seq.19369.17"	"19369-17"	3	"SL007580"	"Histone acetyltransferase KAT2A"	"GCNL2"	"Q92830"	"2648"	"KAT2A"	"Human"	"RFU"	"Protein"	"20"	309.4	309.4	1.00324254	"PASS"	1.006	285.9	0.98723676	1.001	0.2
"seq.19370.30"	"19370-30"	3	"SL018828"	"Heparan sulfate glucosamine 3-O-sulfotransferase 4"	"HS3S4"	"Q9Y661"	"9951"	"HS3ST4"	"Human"	"RFU"	"Protein"	"20"	1874.7	1874.7	1.05036979	"PASS"	0.987	1900.4	1.00160282	1.025	0.2
"seq.19372.7"	"19372-7"	3	"SL021669"	"MAM domain-containing glycosylphosphatidylinositol anchor protein 2"	"MDGA2"	"Q7Z553"	"161357"	"MDGA2"	"Human"	"RFU"	"Protein"	"20"	2733.8	2733.8	0.97036169	"PASS"	1.084	2570.6	0.77252176	1.109	0.2
"seq.19373.3"	"19373-3"	3	"SL008053"	"Myosin regulatory light chain 12A"	"MLRM"	"P19105"	"10627"	"MYL12A"	"Human"	"RFU"	"Protein"	"20"	3095.7	3095.7	0.9246692	"PASS"	0.91	3178.3	0.97924904	0.983	0.2
"seq.19374.72"	"19374-72"	3	"SL019344"	"Protein p13 MTCP-1"	"MTCP1"	"P56278"	""	"MTCP1"	"Human"	"RFU"	"Protein"	"20"	1250.8	1250.8	1.01042087	"PASS"	0.998	1261	1.1595439	1.021	0.2
"seq.19376.74"	"19376-74"	3	"SL008101"	"Nicotinamide N-methyltransferase"	"NNMT"	"P40261"	"4837"	"NNMT"	"Human"	"RFU"	"Protein"	"20"	1068.2	1068.2	0.99155296	"PASS"	0.975	1054.6	0.95426121	0.992	0.2
"seq.19377.14"	"19377-14"	3	"SL012399"	"Noelin-2"	"NOE2"	"O95897"	"93145"	"OLFM2"	"Human"	"RFU"	"Protein"	"0.5"	16200.6	16200.6	0.98166416	"PASS"	1.092	12283.3	1.02223596	1.028	0.005
"seq.19379.154"	"19379-154"	3	"SL008723"	"Ras-related protein Rab-3D"	"RAB3D"	"O95716"	"9545"	"RAB3D"	"Human"	"RFU"	"Protein"	"20"	522.6	522.6	1.03341902	"PASS"	0.997	502.6	0.94880174	0.999	0.2
"seq.19381.7"	"19381-7"	3	"SL021788"	"Regulator of G-protein signaling 21"	"RGS21"	"Q2M5E4"	"431704"	"RGS21"	"Human"	"RFU"	"Protein"	"20"	2543.5	2543.5	0.9666692	"PASS"	1.031	45055.5	0.96608174	0.965	0.2
"seq.19383.131"	"19383-131"	3	"SL021086"	"Cyclin-dependent kinase 2-interacting protein"	"CINP"	"Q9BW66"	"51550"	"CINP"	"Human"	"RFU"	"Protein"	"20"	710.6	710.6	1.00452361	"PASS"	1.015	688	0.95549281	1.017	0.2
"seq.19388.2"	"19388-2"	3	"SL004864"	"Cadherin-12"	"Cadherin-12"	"P55289"	"1010"	"CDH12"	"Human"	"RFU"	"Protein"	"20"	2305.3	2305.3	0.97418019	"PASS"	1.05	1755.9	1.00108563	1.017	0.2
